var1,var2,var3,var4,labels
0.07115021950532868,0.28431007702759864,0.016035999067484003,0.9532022906704847,0.0
0.20614860050215927,0.12138937294789137,0.022295368812110285,0.7192031699121888,0.0
0.021945953347369318,0.1515245861615857,0.02112697402821305,0.892440142274028,0.0
0.004539240377310552,0.3045437890316743,0.11516407337649345,0.9759169001663521,0.0
0.1308299342671064,0.1263804566116387,0.08068506233072947,0.9400169691454465,0.0
0.07011102783704078,0.5100692122474968,0.02511266203474715,0.9521880819054749,0.0
0.007523402300678668,0.20268893774089577,0.12884757659171933,0.9885148032358635,0.0
0.004841176681007214,0.05335086210782105,0.005593186964244397,0.9903612909326693,0.0
0.037082025313849215,0.1840385829118967,0.001792655618011392,0.9726350048899839,0.0
0.030821264783928354,0.2872806808305239,0.2682113632390508,0.9967884858954491,0.0
0.0029565878354903988,0.15298275700985,0.1155199645204595,0.9309193106190035,0.0
0.10860199360770133,0.3469220673275146,0.2683613110927698,0.9567916547287074,0.0
0.012670499715673845,0.22252590654883544,0.013802251867527813,0.996830284398319,0.0
0.03914017347115517,0.2952328625459558,0.08572228265327689,0.9942577421934231,0.0
0.06735383209709923,0.10231680065891435,0.040132295599953016,0.9903594936432533,0.0
0.08513065709314428,0.5042568626316474,0.11036207508264802,0.9146874521129371,0.0
0.06119780080186628,0.3661749392759733,0.005732327938495862,0.9532603635364882,0.0
0.01722190487535519,0.028030150644115757,0.10346949888420275,0.982543942824411,0.0
0.08990419152019324,0.4837273740320891,0.011909385307645272,0.590358375341595,0.0
0.07603758534784276,0.15847365702369096,0.0004351544528450258,0.9693586490612238,0.0
0.08302346998438313,0.16923930150530742,0.023331687945634807,0.9922673317514245,0.0
0.038940841603073505,0.1677293803860621,0.04835736872682148,0.7212716815641304,0.0
0.0884532763520704,0.39163935932796967,0.03437871981848932,0.9839075222398409,0.0
0.14797983293742467,0.12700301120385007,0.08455786067482918,0.9961054184055587,0.0
0.018991888841768764,0.2642841037076614,0.16542998689472296,0.9559436217116767,0.0
0.3562221343041292,0.2874374001766084,0.10759094058307857,0.9885818381792962,0.0
0.008450827159401986,0.21398850366007421,0.1321560480937098,0.7711131842065305,0.0
0.05209679122901877,0.3801705039332683,0.17274681288143262,0.9705344884606573,0.0
0.03427986885695301,0.27476515044790206,0.0031119880921792148,0.9850748845923075,0.0
0.010507644269302169,0.10820742313309742,0.022763590363544257,0.998551441267422,0.0
0.04161427415008478,0.18291879226639338,0.050848597411202186,0.9715722485122802,0.0
0.0074928396292101886,0.24829071340371292,0.022494305007043792,0.9913710506601027,0.0
0.07933053006473721,0.4235720015831713,0.06598168880003158,0.9508392478174257,0.0
0.1856496439642624,0.1308021083127457,0.0555749965092911,0.9999950888154236,0.0
0.319435069243096,0.17662555506154304,0.01008890558418057,0.9369611549427435,0.0
0.014799000924584003,0.08945142801663333,0.0178728574726909,0.9998955396577662,0.0
0.1466497098524544,0.08540238243297354,0.026049648145944463,0.9996952236154616,0.0
0.05756825261944663,0.11222115429659166,0.05170052934179959,0.9657749011067165,0.0
0.0033761483266249465,0.19709303211002713,0.017737057920698473,0.9694243955423282,0.0
0.08063987422934546,0.13917759310986338,0.015059085832103428,0.958943698679997,0.0
0.04061337951306338,0.2937500483568157,0.09173899114475516,0.9993372368775821,0.0
0.05141269545506285,0.19356423413576554,0.0369285177593942,0.9802423121413856,0.0
0.030858776836797885,0.13183431702175352,0.10496549015823271,0.9834391697932362,0.0
0.11798154469033625,0.3265588733997456,0.1588126054014271,0.9837145902862813,0.0
0.07196408948221668,0.24145903566845897,0.024600981069729112,0.9983460559903556,0.0
0.056086132654847395,0.13506348681860053,0.03949396996243337,0.9613730366678848,0.0
0.034671976166878456,0.1506548338117776,0.018724908136392295,0.9758283674214484,0.0
0.07921052501239084,0.09331803357497151,0.19430418546473385,0.9689559493536775,0.0
